id,tag
508,depth-first search
508,binary tree
507,math
506,array
506,sorting
506,heap (priority queue)
504,math
503,array
503,stack
503,monotonic stack
502,array
502,greedy
502,sorting
502,heap (priority queue)
501,tree
501,depth-first search
501,binary search tree
501,binary tree
500,array
500,hash table
500,string
498,array
498,matrix
498,simulation
496,array
496,hash table
496,stack
496,monotonic stack
495,array
495,simulation
494,array
494,dynamic programming
494,backtracking
493,array
493,binary search
493,divide and conquer
493,binary indexed tree
493,segment tree
493,merge sort
493,ordered set
492,math
491,array
491,hash table
491,backtracking
491,bit manipulation
1643,array
1643,math
1643,dynamic programming
1643,combinatorics
488,string
488,dynamic programming
488,breadth-first search
488,memoization
486,array
486,math
486,dynamic programming
486,recursion
486,game theory
485,array
483,math
483,binary search
482,string
481,two pointers
481,string
480,array
480,hash table
480,sliding window
480,heap (priority queue)
479,math
477,array
477,math
477,bit manipulation
476,bit manipulation
475,array
475,two pointers
475,binary search
475,sorting
474,array
474,string
474,dynamic programming
473,array
473,dynamic programming
473,backtracking
473,bit manipulation
473,bitmask
472,array
472,string
472,dynamic programming
472,depth-first search
472,trie
468,string
467,string
467,dynamic programming
466,string
466,dynamic programming
464,math
464,dynamic programming
464,bit manipulation
464,memoization
464,game theory
464,bitmask
463,array
463,depth-first search
463,breadth-first search
463,matrix
462,array
462,math
462,sorting
461,bit manipulation
460,hash table
460,linked list
460,design
460,doubly-linked list
459,string
459,string matching
458,math
458,dynamic programming
458,combinatorics
457,array
457,hash table
457,two pointers
456,array
456,binary search
456,stack
456,monotonic stack
456,ordered set
455,array
455,greedy
455,sorting
454,array
454,hash table
453,array
453,math
452,array
452,greedy
452,sorting
451,hash table
451,string
451,sorting
451,heap (priority queue)
451,bucket sort
451,counting
450,tree
450,binary search tree
450,binary tree
449,string
449,tree
449,depth-first search
449,breadth-first search
449,design
449,binary search tree
449,binary tree
448,array
448,hash table
447,array
447,hash table
447,math
446,array
446,dynamic programming
445,linked list
445,math
445,stack
443,two pointers
443,string
442,array
442,hash table
441,math
441,binary search
440,trie
438,hash table
438,string
438,sliding window
437,tree
437,depth-first search
437,binary tree
436,array
436,binary search
436,sorting
435,array
435,dynamic programming
435,greedy
435,sorting
434,string
433,hash table
433,string
433,breadth-first search
432,hash table
432,linked list
432,design
432,doubly-linked list
424,hash table
424,string
424,sliding window
423,hash table
423,math
423,string
421,array
421,hash table
421,bit manipulation
421,trie
420,string
420,greedy
420,heap (priority queue)
419,array
419,depth-first search
419,matrix
417,array
417,depth-first search
417,breadth-first search
417,matrix
416,array
416,dynamic programming
415,math
415,string
415,simulation
414,array
414,sorting
413,array
413,dynamic programming
412,math
412,string
412,simulation
410,array
410,binary search
410,dynamic programming
410,greedy
409,hash table
409,string
409,greedy
407,array
407,breadth-first search
407,heap (priority queue)
407,matrix
406,array
406,greedy
406,binary indexed tree
406,segment tree
406,sorting
405,math
405,bit manipulation
404,tree
404,depth-first search
404,breadth-first search
404,binary tree
403,array
403,dynamic programming
402,string
402,stack
402,greedy
402,monotonic stack
401,backtracking
401,bit manipulation
400,math
400,binary search
399,array
399,depth-first search
399,breadth-first search
399,union find
399,graph
399,shortest path
398,hash table
398,math
398,reservoir sampling
398,randomized
397,dynamic programming
397,greedy
397,bit manipulation
397,memoization
396,array
396,math
396,dynamic programming
395,hash table
395,string
395,divide and conquer
395,sliding window
394,string
394,stack
394,recursion
393,array
393,bit manipulation
392,two pointers
392,string
392,dynamic programming
391,array
391,line sweep
390,math
390,recursion
389,hash table
389,string
389,bit manipulation
389,sorting
388,string
388,stack
388,depth-first search
387,hash table
387,string
387,queue
387,counting
386,depth-first search
386,trie
385,string
385,stack
385,depth-first search
384,array
384,math
384,randomized
383,hash table
383,string
383,counting
382,linked list
382,math
382,reservoir sampling
382,randomized
381,array
381,hash table
381,math
381,design
381,randomized
380,array
380,hash table
380,math
380,design
380,randomized
378,array
378,binary search
378,sorting
378,heap (priority queue)
378,matrix
377,array
377,dynamic programming
376,array
376,dynamic programming
376,greedy
375,math
375,dynamic programming
375,game theory
374,binary search
374,interactive
373,array
373,heap (priority queue)
372,math
372,divide and conquer
371,math
371,bit manipulation
368,array
368,math
368,dynamic programming
368,sorting
367,math
367,binary search
365,math
365,depth-first search
365,breadth-first search
363,array
363,binary search
363,dynamic programming
363,matrix
363,ordered set
357,math
357,dynamic programming
357,backtracking
355,hash table
355,linked list
355,design
355,heap (priority queue)
354,array
354,binary search
354,dynamic programming
354,sorting
352,binary search
352,design
352,ordered set
350,array
350,hash table
350,two pointers
350,binary search
350,sorting
349,array
349,hash table
349,two pointers
349,binary search
349,sorting
347,array
347,hash table
347,divide and conquer
347,sorting
347,heap (priority queue)
347,bucket sort
347,counting
347,quickselect
345,two pointers
345,string
344,two pointers
344,string
344,recursion
343,math
343,dynamic programming
342,math
342,bit manipulation
342,recursion
341,stack
341,tree
341,depth-first search
341,design
341,queue
341,iterator
338,dynamic programming
338,bit manipulation
337,dynamic programming
337,tree
337,depth-first search
337,binary tree
336,array
336,hash table
336,string
336,trie
335,array
335,math
335,geometry
334,array
334,greedy
332,depth-first search
332,graph
332,eulerian circuit
331,string
331,stack
331,tree
331,binary tree
330,array
330,greedy
329,dynamic programming
329,depth-first search
329,breadth-first search
329,graph
329,topological sort
329,memoization
328,linked list
327,array
327,binary search
327,divide and conquer
327,binary indexed tree
327,segment tree
327,merge sort
327,ordered set
326,math
326,recursion
324,array
324,divide and conquer
324,sorting
324,quickselect
322,array
322,dynamic programming
322,breadth-first search
321,stack
321,greedy
321,monotonic stack
319,math
319,brainteaser
318,array
318,string
318,bit manipulation
316,string
316,stack
316,greedy
316,monotonic stack
315,array
315,binary search
315,divide and conquer
315,binary indexed tree
315,segment tree
315,merge sort
315,ordered set
313,array
313,math
313,dynamic programming
312,array
312,dynamic programming
310,depth-first search
310,breadth-first search
310,graph
310,topological sort
309,array
309,dynamic programming
307,array
307,design
307,binary indexed tree
307,segment tree
306,string
306,backtracking
304,array
304,design
304,matrix
304,prefix sum
303,array
303,design
303,prefix sum
301,string
301,backtracking
301,breadth-first search
300,array
300,binary search
300,dynamic programming
299,hash table
299,string
299,counting
297,string
297,tree
297,depth-first search
297,breadth-first search
297,design
297,binary tree
295,two pointers
295,design
295,sorting
295,heap (priority queue)
295,data stream
292,math
292,brainteaser
292,game theory
290,hash table
290,string
289,array
289,matrix
289,simulation
287,array
287,two pointers
287,binary search
287,bit manipulation
284,array
284,design
284,iterator
283,array
283,two pointers
282,math
282,string
282,backtracking
279,math
279,dynamic programming
279,breadth-first search
278,binary search
278,interactive
275,array
275,binary search
274,array
274,sorting
274,counting sort
273,math
273,string
273,recursion
268,array
268,hash table
268,math
268,binary search
268,bit manipulation
268,sorting
264,hash table
264,math
264,dynamic programming
264,heap (priority queue)
263,math
260,array
260,bit manipulation
258,math
258,simulation
258,number theory
257,string
257,backtracking
257,tree
257,depth-first search
257,binary tree
242,hash table
242,string
242,sorting
241,math
241,string
241,dynamic programming
241,recursion
241,memoization
240,array
240,binary search
240,divide and conquer
240,matrix
239,array
239,queue
239,sliding window
239,heap (priority queue)
239,monotonic queue
238,array
238,prefix sum
237,linked list
236,tree
236,depth-first search
236,binary tree
235,tree
235,depth-first search
235,binary search tree
235,binary tree
234,linked list
234,two pointers
234,stack
234,recursion
233,math
233,dynamic programming
233,recursion
232,stack
232,design
232,queue
231,math
231,bit manipulation
231,recursion
230,tree
230,depth-first search
230,binary search tree
230,binary tree
229,array
229,hash table
229,sorting
229,counting
228,array
227,math
227,string
227,stack
226,tree
226,depth-first search
226,breadth-first search
226,binary tree
225,stack
225,design
225,queue
224,math
224,string
224,stack
224,recursion
223,math
223,geometry
222,binary search
222,tree
222,depth-first search
222,binary tree
221,array
221,dynamic programming
221,matrix
220,array
220,sliding window
220,sorting
220,bucket sort
220,ordered set
219,array
219,hash table
219,sliding window
218,array
218,divide and conquer
218,binary indexed tree
218,segment tree
218,line sweep
218,heap (priority queue)
218,ordered set
217,array
217,hash table
217,sorting
216,array
216,backtracking
215,array
215,divide and conquer
215,sorting
215,heap (priority queue)
215,quickselect
214,string
214,rolling hash
214,string matching
214,hash function
213,array
213,dynamic programming
212,array
212,string
212,backtracking
212,trie
212,matrix
211,string
211,depth-first search
211,design
211,trie
210,depth-first search
210,breadth-first search
210,graph
210,topological sort
209,array
209,binary search
209,sliding window
209,prefix sum
208,hash table
208,string
208,design
208,trie
207,depth-first search
207,breadth-first search
207,graph
207,topological sort
206,linked list
206,recursion
205,hash table
205,string
204,array
204,math
204,enumeration
204,number theory
203,linked list
203,recursion
202,hash table
202,math
202,two pointers
201,bit manipulation
200,array
200,depth-first search
200,breadth-first search
200,union find
200,matrix
199,tree
199,depth-first search
199,breadth-first search
199,binary tree
198,array
198,dynamic programming
191,bit manipulation
190,divide and conquer
190,bit manipulation
189,array
189,math
189,two pointers
188,array
188,dynamic programming
187,hash table
187,string
187,bit manipulation
187,sliding window
187,rolling hash
187,hash function
179,string
179,greedy
179,sorting
174,array
174,dynamic programming
174,matrix
173,stack
173,tree
173,design
173,binary search tree
173,binary tree
173,iterator
172,math
171,math
171,string
169,array
169,hash table
169,divide and conquer
169,sorting
169,counting
168,math
168,string
167,array
167,two pointers
167,binary search
166,hash table
166,math
166,string
165,two pointers
165,string
164,array
164,sorting
164,bucket sort
164,radix sort
162,array
162,binary search
160,hash table
160,linked list
160,two pointers
155,stack
155,design
154,array
154,binary search
153,array
153,binary search
152,array
152,dynamic programming
151,two pointers
151,string
150,array
150,math
150,stack
149,array
149,hash table
149,math
149,geometry
148,linked list
148,two pointers
148,divide and conquer
148,sorting
148,merge sort
147,linked list
147,sorting
146,hash table
146,linked list
146,design
146,doubly-linked list
145,stack
145,tree
145,depth-first search
145,binary tree
144,stack
144,tree
144,depth-first search
144,binary tree
143,linked list
143,two pointers
143,stack
143,recursion
142,hash table
142,linked list
142,two pointers
141,hash table
141,linked list
141,two pointers
140,hash table
140,string
140,dynamic programming
140,backtracking
140,trie
140,memoization
139,hash table
139,string
139,dynamic programming
139,trie
139,memoization
138,hash table
138,linked list
137,array
137,bit manipulation
136,array
136,bit manipulation
135,array
135,greedy
134,array
134,greedy
133,hash table
133,depth-first search
133,breadth-first search
133,graph
132,string
132,dynamic programming
131,string
131,dynamic programming
131,backtracking
130,array
130,depth-first search
130,breadth-first search
130,union find
130,matrix
129,tree
129,depth-first search
129,binary tree
128,array
128,hash table
128,union find
127,hash table
127,string
127,breadth-first search
126,hash table
126,string
126,backtracking
126,breadth-first search
125,two pointers
125,string
124,dynamic programming
124,tree
124,depth-first search
124,binary tree
123,array
123,dynamic programming
122,array
122,dynamic programming
122,greedy
121,array
121,dynamic programming
120,array
120,dynamic programming
119,array
119,dynamic programming
118,array
118,dynamic programming
117,linked list
117,tree
117,depth-first search
117,breadth-first search
117,binary tree
116,linked list
116,tree
116,depth-first search
116,breadth-first search
116,binary tree
115,string
115,dynamic programming
114,linked list
114,stack
114,tree
114,depth-first search
114,binary tree
113,backtracking
113,tree
113,depth-first search
113,binary tree
112,tree
112,depth-first search
112,breadth-first search
112,binary tree
111,tree
111,depth-first search
111,breadth-first search
111,binary tree
110,tree
110,depth-first search
110,binary tree
109,linked list
109,divide and conquer
109,tree
109,binary search tree
109,binary tree
108,array
108,divide and conquer
108,tree
108,binary search tree
108,binary tree
107,tree
107,breadth-first search
107,binary tree
106,array
106,hash table
106,divide and conquer
106,tree
106,binary tree
105,array
105,hash table
105,divide and conquer
105,tree
105,binary tree
104,tree
104,depth-first search
104,breadth-first search
104,binary tree
103,tree
103,breadth-first search
103,binary tree
102,tree
102,breadth-first search
102,binary tree
101,tree
101,depth-first search
101,breadth-first search
101,binary tree
100,tree
100,depth-first search
100,breadth-first search
100,binary tree
99,tree
99,depth-first search
99,binary search tree
99,binary tree
98,tree
98,depth-first search
98,binary search tree
98,binary tree
97,string
97,dynamic programming
96,math
96,dynamic programming
96,tree
96,binary search tree
96,binary tree
95,dynamic programming
95,backtracking
95,tree
95,binary search tree
95,binary tree
94,stack
94,tree
94,depth-first search
94,binary tree
93,string
93,backtracking
92,linked list
91,string
91,dynamic programming
90,array
90,backtracking
90,bit manipulation
89,math
89,backtracking
89,bit manipulation
88,array
88,two pointers
88,sorting
87,string
87,dynamic programming
86,linked list
86,two pointers
85,array
85,dynamic programming
85,stack
85,matrix
85,monotonic stack
84,array
84,stack
84,monotonic stack
83,linked list
82,linked list
82,two pointers
81,array
81,binary search
80,array
80,two pointers
79,array
79,backtracking
79,matrix
78,array
78,backtracking
78,bit manipulation
77,backtracking
76,hash table
76,string
76,sliding window
75,array
75,two pointers
75,sorting
74,array
74,binary search
74,matrix
73,array
73,hash table
73,matrix
72,string
72,dynamic programming
71,string
71,stack
70,math
70,dynamic programming
70,memoization
69,math
69,binary search
68,array
68,string
68,simulation
67,math
67,string
67,bit manipulation
67,simulation
66,array
66,math
65,string
64,array
64,dynamic programming
64,matrix
63,array
63,dynamic programming
63,matrix
62,math
62,dynamic programming
62,combinatorics
61,linked list
61,two pointers
60,math
60,recursion
59,array
59,matrix
59,simulation
58,string
57,array
56,array
56,sorting
55,array
55,dynamic programming
55,greedy
54,array
54,matrix
54,simulation
53,array
53,divide and conquer
53,dynamic programming
52,backtracking
51,array
51,backtracking
50,math
50,recursion
49,array
49,hash table
49,string
49,sorting
48,array
48,math
48,matrix
47,array
47,backtracking
46,array
46,backtracking
45,array
45,dynamic programming
45,greedy
44,string
44,dynamic programming
44,greedy
44,recursion
43,math
43,string
43,simulation
42,array
42,two pointers
42,dynamic programming
42,stack
42,monotonic stack
41,array
41,hash table
40,array
40,backtracking
39,array
39,backtracking
38,string
37,array
37,backtracking
37,matrix
36,array
36,hash table
36,matrix
35,array
35,binary search
34,array
34,binary search
33,array
33,binary search
32,string
32,dynamic programming
32,stack
31,array
31,two pointers
30,hash table
30,string
30,sliding window
29,math
29,bit manipulation
28,two pointers
28,string
28,string matching
27,array
27,two pointers
26,array
26,two pointers
25,linked list
25,recursion
24,linked list
24,recursion
23,linked list
23,divide and conquer
23,heap (priority queue)
23,merge sort
22,string
22,dynamic programming
22,backtracking
21,linked list
21,recursion
20,string
20,stack
19,linked list
19,two pointers
18,array
18,two pointers
18,sorting
17,hash table
17,string
17,backtracking
16,array
16,two pointers
16,sorting
15,array
15,two pointers
15,sorting
14,string
13,hash table
13,math
13,string
12,hash table
12,math
12,string
11,array
11,two pointers
11,greedy
10,string
10,dynamic programming
10,recursion
9,math
8,string
7,math
6,string
5,string
5,dynamic programming
4,array
4,binary search
4,divide and conquer
3,hash table
3,string
3,sliding window
2,linked list
2,math
2,recursion
1,array
1,hash table
